"","1","2","3","4"
"川流不息",0.000216626049282426,0,0,0
"工于",0.000108313024641213,0,0,0
"工夫",8.99079337728337e-05,5.34532164696817e-05,0,5.18505214915165e-05
"工廠",5.41565123206066e-05,0,0,6.24648635142732e-05
"工筆",0.000108313024641213,0,0,0
"工錢",5.41565123206066e-05,6.43956468542727e-05,0,0
"左右",2.24769834432084e-05,2.67266082348409e-05,0,2.59252607457582e-05
"左右手",0.000108313024641213,0,0,0
"巧",0.000216626049282426,0,0.00461027784607819,0
"巨輪",0.000108313024641213,0,0,0
"差一點",4.49539668864169e-05,5.34532164696817e-05,0,2.59252607457582e-05
"差來",0.000108313024641213,0,0,0
"巴不得",0.000216626049282426,0,0,0
"巴巴",0.000216626049282426,0,0,0
"巴掌",0.000108313024641213,0,0,0
"巴結",5.41565123206066e-05,6.43956468542727e-05,0,0
"巴黎",2.24769834432084e-05,2.67266082348409e-05,0,0.000181476825220308
"市場",0.000108313024641213,0,0,0
"布",0.000108313024641213,0,6.14703712810425e-05,0
"布衫",0.000108313024641213,0,0,6.24648635142732e-05
"希為",0.000108313024641213,0,0,0
"希罕",4.49539668864169e-05,2.67266082348409e-05,2.5512509176226e-05,0
"帖子",0.000108313024641213,0,0,0
"師太",0.000108313024641213,0,0,0
"帳",5.41565123206066e-05,0,0.000122940742562085,0
"帶些",0.000108313024641213,0,0,0
"帶回去",0.000108313024641213,0,0,0
"帶笑",5.41565123206066e-05,0,6.14703712810425e-05,0
"帶著",2.24769834432084e-05,8.01798247045226e-05,0,2.59252607457582e-05
"常事",0.000108313024641213,0,0,0
"常聽",0.000108313024641213,0,0,0
"帽子",4.49539668864169e-05,0,2.5512509176226e-05,5.18505214915165e-05
"帽簷",0.000108313024641213,0,0,0
"幌子",0.000108313024641213,0,6.14703712810425e-05,0
"幫",6.74309503296253e-05,8.01798247045226e-05,0,5.18505214915165e-05
"幫忙",2.24769834432084e-05,0,2.5512509176226e-05,5.18505214915165e-05
"幫襯",0.000108313024641213,0,0,0
"干擱",0.000108313024641213,0,0,0
"干涉",2.24769834432084e-05,0,5.10250183524519e-05,2.59252607457582e-05
"干瘦",0.000108313024641213,0,0,0
"干黃松",0.000108313024641213,0,0,0
"平時",5.41565123206066e-05,0.000128791293708545,0,0
"平淡",5.41565123206066e-05,6.43956468542727e-05,0,0
"平白",0.000108313024641213,0,6.14703712810425e-05,0
"平金",5.41565123206066e-05,0,6.14703712810425e-05,0
"年頭兒",0.000108313024641213,6.43956468542727e-05,0,0
"幸運",0.000108313024641213,0,0,0
"幽",5.41565123206066e-05,0,6.14703712810425e-05,0
"幽幽地",0.000108313024641213,0,0,0
"幾位",0.000108313024641213,0,0,6.24648635142732e-05
"幾何",0.000108313024641213,0,0,0
"幾千萬",0.000108313024641213,0,0,0
"幾句",4.49539668864169e-05,5.34532164696817e-05,7.65375275286778e-05,0
"幾把",0.000108313024641213,0,0,0
"幾支",0.000541565123206066,0,0,0
"幾杯酒",0.000108313024641213,6.43956468542727e-05,0,0
"幾案",0.000108313024641213,0,0,0
"幾次三番",0.000108313024641213,0,0,0
"幾步",2.24769834432084e-05,5.34532164696817e-05,2.5512509176226e-05,0
"幾歲",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"幾絲",0.000108313024641213,0,0,0
"幾點",5.41565123206066e-05,0,6.14703712810425e-05,0
"床",4.49539668864169e-05,8.01798247045226e-05,0,5.18505214915165e-05
"底下人",0.00016246953696182,0,6.14703712810425e-05,0
"底細",5.41565123206066e-05,0,0,6.24648635142732e-05
"廟堂",5.41565123206066e-05,6.43956468542727e-05,0,0
"廟會",0.000108313024641213,0,0,0
"廣東",4.49539668864169e-05,5.34532164696817e-05,0,2.59252607457582e-05
"廣東話",0.000216626049282426,0,0,0
"廬山",0.000216626049282426,0,0,0
"延燒到",0.000108313024641213,0,0,0
"建築",4.49539668864169e-05,2.67266082348409e-05,0,2.59252607457582e-05
"弄亂",0.000108313024641213,0,0,0
"弄假成真",0.000108313024641213,0,0,0
"弄錢",0.000108313024641213,0,0,0
"引",0.000216626049282426,0,0,0
"引到",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"引得",0.000108313024641213,0,0,0
"引為",0.000108313024641213,0,0,0
"引起",0.000324939073923639,0,0,0.00018739459054282
"引進",0.000108313024641213,0,0,0
"張",5.41565123206066e-05,0,0,0.000312324317571366
"張嘴",0.000108313024641213,0,0,6.24648635142732e-05
"張揚出去",0.000108313024641213,0,0,0
"強烈",6.74309503296253e-05,2.67266082348409e-05,0,2.59252607457582e-05
"彈唱",0.000108313024641213,0,0,0
"彈得",0.000108313024641213,0,0,0
"彈琴",0.000433252098564852,0,0,0
"彈鋼琴",5.41565123206066e-05,0,0,0.000124929727028546
"彎著",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"彎里",0.000108313024641213,0,0,0
"彩繪",0.000108313024641213,0,0,0
"影兒",5.41565123206066e-05,6.43956468542727e-05,0,0
"影影綽綽",4.49539668864169e-05,2.67266082348409e-05,2.5512509176226e-05,0
"影響",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"往下滴",0.000108313024641213,0,0,0
"征服",2.24769834432084e-05,2.67266082348409e-05,0,2.59252607457582e-05
"待得膩",0.000216626049282426,0,0,0
"很多",2.24769834432084e-05,5.34532164696817e-05,0,7.77757822372747e-05
"很快",0.000108313024641213,0,0,0
"很沉",0.000108313024641213,0,0,0
"律師",5.41565123206066e-05,0,0,0.000124929727028546
"後花園",0.000108313024641213,0,0,0
"後襟",0.000108313024641213,0,0,0
"後起之秀",0.000108313024641213,0,0,0
"後面",0.000134861900659251,5.34532164696817e-05,7.65375275286778e-05,0
"後頭",0.000108313024641213,0,0,0
"徐徐",5.41565123206066e-05,0,6.14703712810425e-05,0
"徒然",5.41565123206066e-05,0,0,0.00018739459054282
"得出",5.41565123206066e-05,0,6.14703712810425e-05,0
"得到",0.000179815867545667,0.000133633041174204,0,5.18505214915165e-05
"得意",4.49539668864169e-05,2.67266082348409e-05,0,2.59252607457582e-05
"得給",5.41565123206066e-05,0,0.000122940742562085,0
"得罪",6.74309503296253e-05,8.01798247045226e-05,2.5512509176226e-05,0
"從來",0.000324939073923639,0,0,0.000124929727028546
"從來不",4.49539668864169e-05,2.67266082348409e-05,0,7.77757822372747e-05
"從來沒",4.49539668864169e-05,0,2.5512509176226e-05,7.77757822372747e-05
"從此以後",0.000108313024641213,0,0,0
"從沒",0.000108313024641213,0,0,0
"從盧",0.000108313024641213,0,0,0
"從腮部",0.000108313024641213,0,0,0
"從頭",5.41565123206066e-05,0,0,0.000124929727028546
"微乎其微",0.000108313024641213,0,0,0
"微微一笑",6.74309503296253e-05,2.67266082348409e-05,5.10250183524519e-05,0
"心一橫",0.000108313024641213,0,0,0
"心事",5.41565123206066e-05,0,0.000184411113843128,0
"心來",0.000324939073923639,0,0,0
"心去",5.41565123206066e-05,6.43956468542727e-05,0,0
"心地",0.000108313024641213,0,0,0
"心悅誠服",0.000108313024641213,0,0,0
"心情",0.000108313024641213,0,0,0
"心想",5.41565123206066e-05,0,6.14703712810425e-05,0
"心曠神怡",0.000108313024641213,0,0,0
"心有",5.41565123206066e-05,6.43956468542727e-05,0,0
"心理",5.41565123206066e-05,0,0,6.24648635142732e-05
"心目",0.000108313024641213,0,0,0
"心窩",0.000108313024641213,0,0,0
"心肝",0.000108313024641213,0,0,0
"心腹",0.000108313024641213,0,0,0
"心虛",0.000216626049282426,0,0,0
"心血",0.000108313024641213,0,0,0
"心跡",0.000108313024641213,0,0,0
"心酸",5.41565123206066e-05,0,6.14703712810425e-05,0
"心驚肉跳",0.000108313024641213,0,0,0
"心高氣傲",0.000108313024641213,0,0,0
"必",0.000324939073923639,0,0,0
"必得",0.000108313024641213,0,0,0
"忌",0.000108313024641213,0,0,0
"忌諱",5.41565123206066e-05,0,0.000122940742562085,0
"忒楞楞",0.000108313024641213,0,0,0
"志得意滿",0.000216626049282426,0,0,0
"忘不了",0.00016246953696182,6.43956468542727e-05,0,0
"忘記",6.74309503296253e-05,0,2.5512509176226e-05,0.000103701042983033
"忘身",0.000108313024641213,0,0,0
"忙不迭",0.000108313024641213,0,0,0
"忙不過來",0.000108313024641213,0,0,0
"忙碌",0.000108313024641213,0,0,6.24648635142732e-05
"快",8.99079337728337e-05,0,0.000102050036704904,0.000103701042983033
"快些給",0.000108313024641213,0,0,0
"快到",5.41565123206066e-05,0,0,6.24648635142732e-05
"念",0.000134861900659251,5.34532164696817e-05,0,2.59252607457582e-05
"念書念",0.000108313024641213,0,0,0
"念書麼",0.000216626049282426,0,0,0
"怎敢",0.000108313024641213,0,0,0
"怎麼回事",0.000108313024641213,0,0,0
"怔住",5.41565123206066e-05,6.43956468542727e-05,0,0
"怔怔",0.000324939073923639,0,0,0
"怕人",5.41565123206066e-05,0,6.14703712810425e-05,0
"急",2.24769834432084e-05,0.000133633041174204,5.10250183524519e-05,0
"急欲",5.41565123206066e-05,6.43956468542727e-05,0,0
"急煞",0.000108313024641213,0,0,0
"性",0.000108313024641213,0,0,0
"性急",5.41565123206066e-05,0,0.000184411113843128,0
"性情",0.000216626049282426,0,0,0
"性質",5.41565123206066e-05,0,6.14703712810425e-05,0
"怪不得",5.41565123206066e-05,0,6.14703712810425e-05,0
"怪來怪去",0.000108313024641213,0,0,0
"怪呢",5.41565123206066e-05,0,6.14703712810425e-05,0
"怪怕",0.000108313024641213,0,0,0
"怪我太",0.000108313024641213,0,0,0
"怪模怪樣",5.41565123206066e-05,6.43956468542727e-05,0,0
"怪熱",0.000108313024641213,0,0,0
"恍惚",2.24769834432084e-05,5.34532164696817e-05,2.5512509176226e-05,0
"恐怕",0.000216626049282426,0,0,0
"恐怖",4.49539668864169e-05,5.34532164696817e-05,0,2.59252607457582e-05
"恨不得",6.74309503296253e-05,0,2.5512509176226e-05,2.59252607457582e-05
"息",0.000108313024641213,0,0,0
"悄悄",4.49539668864169e-05,2.67266082348409e-05,0.00012756254588113,0
"悄悄地",4.49539668864169e-05,2.67266082348409e-05,7.65375275286778e-05,0
"悠久",0.000108313024641213,0,0,0
"悠悠",2.24769834432084e-05,5.34532164696817e-05,0,5.18505214915165e-05
"悠揚",0.000108313024641213,0,0,0
"悶",0.000108313024641213,0,0,0
"情人",0.000108313024641213,0,0,0
"情商",0.000108313024641213,0,0,0
"情形",2.24769834432084e-05,0,0.000102050036704904,5.18505214915165e-05
"情感",5.41565123206066e-05,0,0,0.000124929727028546
"情致",0.000108313024641213,0,0,0
"情調",5.41565123206066e-05,0.000128791293708545,0,0
"情願",2.24769834432084e-05,0,5.10250183524519e-05,2.59252607457582e-05
"惑",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"惘然",0.000108313024641213,0,0,0
"惟其",0.000108313024641213,0,0,0
"惟有",0.00016246953696182,0,6.14703712810425e-05,0
"惡",5.41565123206066e-05,0,0,6.24648635142732e-05
"惦念",0.000108313024641213,0,0,0
"惱了",5.41565123206066e-05,6.43956468542727e-05,0,0
"想一想",0.000108313024641213,0,0,0
"想不出",0.000108313024641213,0,0.000122940742562085,0
"想不到",8.99079337728337e-05,2.67266082348409e-05,0,2.59252607457582e-05
"想來想去",0.000108313024641213,0,0,0
"想想",5.41565123206066e-05,0,0,0.000124929727028546
"想盡方法",0.000108313024641213,0,0,0
"想象",8.99079337728337e-05,0.000106906432939363,0,2.59252607457582e-05
"想道",0.00016246953696182,0,0,6.24648635142732e-05
"惹",0.000324939073923639,0,6.14703712810425e-05,0
"愉快",2.24769834432084e-05,8.01798247045226e-05,0,2.59252607457582e-05
"意思",8.99079337728337e-05,5.34532164696817e-05,0,5.18505214915165e-05
"愚笨",0.000108313024641213,0,0,0
"愛上",2.24769834432084e-05,0,2.5512509176226e-05,7.77757822372747e-05
"愛了",0.000108313024641213,0,0,0
"愛人",5.41565123206066e-05,0,0,0.000124929727028546
"愛和",0.000108313024641213,0,0,0
"愛嚼",0.000108313024641213,0,0,0
"愛多",0.000216626049282426,0,0,0
"愛惜",0.000108313024641213,0,0,0
"愛有",0.000108313024641213,0,0,0
"愛看",0.000216626049282426,0,0,0
"愛而",0.000108313024641213,0,0,0
"感冒",0.000108313024641213,0,0,0
"感情",6.74309503296253e-05,5.34532164696817e-05,0,2.59252607457582e-05
"愣",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"慈禧太",0.000108313024641213,0,0,0
"慌慌張張",0.000108313024641213,0,0,0
"慘叫",0.000108313024641213,0,0,0
"慘烈",0.000108313024641213,0,0,0
"慢",0.000108313024641213,0,0,0
"慢吞吞",0.000108313024641213,0,0,0
"慣壞",5.41565123206066e-05,0,0,0.000124929727028546
"慪",5.41565123206066e-05,0,0,6.24648635142732e-05
"慪人",0.000108313024641213,0,0,0
"慪氣",5.41565123206066e-05,0,0.000122940742562085,0
"慳囊",0.000108313024641213,0,0,0
"慶吊",0.000108313024641213,0,0,0
"慶幸",5.41565123206066e-05,6.43956468542727e-05,0,0
"慶祝",0.000108313024641213,0,0,0
"慷慨解囊",0.000108313024641213,0,0,0
"憂郁",0.000108313024641213,0,0,0
"憑空",0.000108313024641213,0,0,0
"憾事",5.41565123206066e-05,0,6.14703712810425e-05,0
"懂了",0.000108313024641213,0,0,0
"懂為",0.000108313024641213,0,0,0
"應",2.24769834432084e-05,0,5.10250183524519e-05,2.59252607457582e-05
"應付",5.41565123206066e-05,6.43956468542727e-05,0,0
"應當",2.24769834432084e-05,8.01798247045226e-05,0,0.000362953650440615
"懶似",0.000108313024641213,0,0,0
"懶得",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"懸掛",0.000108313024641213,0,0,0
"懼",0.000108313024641213,0,0,0
"戀戀",0.000108313024641213,0,0,0
"成人",0.000108313024641213,0,0,0
"成份",5.41565123206066e-05,6.43956468542727e-05,0,0
"成問題",5.41565123206066e-05,0,0,0.000124929727028546
"成天",2.24769834432084e-05,0,0.000102050036704904,5.18505214915165e-05
"成日",5.41565123206066e-05,0,6.14703712810425e-05,0
"成為",2.24769834432084e-05,2.67266082348409e-05,0,5.18505214915165e-05
"成績",5.41565123206066e-05,0,0,6.24648635142732e-05
"成績優良",0.000108313024641213,0,0,0
"成績斐然",0.000108313024641213,0,0,0
"成群",0.000108313024641213,0,0,0
"成黑成",0.000108313024641213,0,0,0
"我並",5.41565123206066e-05,0,6.14703712810425e-05,0
"我原",0.000216626049282426,0,0,0
"我吃過",0.000108313024641213,0,0,0
"我同",0.000216626049282426,0,0,0
"我呢",0.000216626049282426,6.43956468542727e-05,0,0
"我哇",0.000108313024641213,0,0,0
"我念",0.000108313024641213,0,0,0
"我念書",0.000108313024641213,0,0,0
"我怕誰",0.000108313024641213,0,0,0
"我怪",0.000108313024641213,0,0,0
"我愛你",2.24769834432084e-05,8.01798247045226e-05,0,5.18505214915165e-05
"我會",0.000270782561603033,0.000128791293708545,0,0
"我滾",0.000108313024641213,0,0,0
"我當",0.000108313024641213,6.43956468542727e-05,0,0
"我若生",0.000108313024641213,0,0,0
"我行",0.000108313024641213,0,0,0
"我說",0.000108313024641213,0,0,0
"我變",0.000108313024641213,0,0,0
"我麼",0.000216626049282426,0,0,0
"截子",0.000108313024641213,0.000128791293708545,0,0
"戰事",0.000108313024641213,0,0,0
"戰前",0.000108313024641213,0,0,0
"戲劇化",5.41565123206066e-05,0,6.14703712810425e-05,0
"戳",0.000108313024641213,6.43956468542727e-05,0,0
"戳穿",5.41565123206066e-05,0,6.14703712810425e-05,0
"房",0.000157338884102459,2.67266082348409e-05,7.65375275286778e-05,0
"房屋",2.24769834432084e-05,5.34532164696817e-05,0,2.59252607457582e-05
"房產",5.41565123206066e-05,0,6.14703712810425e-05,0
"所以",0.000112384917216042,8.01798247045226e-05,0,0.000129626303728791
"所得",0.000108313024641213,0,6.14703712810425e-05,0
"所見所聞",0.000108313024641213,0,0,0
"所謂",0.000108313024641213,6.43956468542727e-05,0,0
"扁扁的",0.000108313024641213,0,0.000122940742562085,0
"手上",2.24769834432084e-05,0,2.5512509176226e-05,5.18505214915165e-05
"手來",4.49539668864169e-05,5.34532164696817e-05,2.5512509176226e-05,0
"手套",0.000108313024641213,0,0,0
"手快",0.000108313024641213,0,0,0
"手抄",0.000108313024641213,0,0,6.24648635142732e-05
"手指甲",0.000216626049282426,0,0,0
"手掌心",2.24769834432084e-05,2.67266082348409e-05,5.10250183524519e-05,0
"手摸",0.000216626049282426,0,0,0
"手攏",0.000108313024641213,0,0,0
"手段",5.41565123206066e-05,0,0.000122940742562085,0
"手笨",0.000108313024641213,0,0,0
"手絹",0.000108313024641213,0,6.14703712810425e-05,0
"手背",0.000108313024641213,0,0,0
"手腕",5.41565123206066e-05,0,6.14703712810425e-05,0
"手表",5.41565123206066e-05,0,6.14703712810425e-05,0
"手鐲",5.41565123206066e-05,6.43956468542727e-05,0,0
"手頭",0.000108313024641213,0,0.000122940742562085,0
"才道",0.000108313024641213,0,0,0
"打中",5.41565123206066e-05,6.43956468542727e-05,0,0
"打交道",0.000108313024641213,0,0,0
"打伙兒",5.41565123206066e-05,0,6.14703712810425e-05,0
"打完",0.000108313024641213,0,0,0
"打定",5.41565123206066e-05,6.43956468542727e-05,0,0
"打定了",0.000108313024641213,0,0,0
"打得",5.41565123206066e-05,0.000193186940562818,0,0
"打得火熱",0.000216626049282426,0,0,0
"打我",0.000216626049282426,0,0,0
"打攪",5.41565123206066e-05,0,0,6.24648635142732e-05
"打旋磨",0.000108313024641213,0,0,0
"打火機",0.000108313024641213,0,0,0
"打發",4.49539668864169e-05,2.67266082348409e-05,5.10250183524519e-05,0
"打發走",0.000108313024641213,0,0,0
"打網球",0.000324939073923639,0,0,0
"打聽",4.49539668864169e-05,0.000133633041174204,0.000102050036704904,0
"打著",4.49539668864169e-05,8.01798247045226e-05,5.10250183524519e-05,0
"打量",0.000324939073923639,0,0,0
"打開",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"打饑荒",0.000216626049282426,0,0,0
"打點",5.41565123206066e-05,6.43956468542727e-05,0,0
"扔",0.000108313024641213,0,6.14703712810425e-05,0
"托盤",5.41565123206066e-05,0,6.14703712810425e-05,0
"托福",0.000108313024641213,0,0,0
"托著",0.000108313024641213,0,6.14703712810425e-05,0
"扣著",0.000108313024641213,0,0,0
"扭身",5.41565123206066e-05,0,0,6.24648635142732e-05
"扭過頭去",0.000108313024641213,6.43956468542727e-05,0,0
"扮",0.000108313024641213,0,0,0
"扯扯",5.41565123206066e-05,0,6.14703712810425e-05,0
"扯謊",0.000216626049282426,0,0,0
"扶",4.49539668864169e-05,2.67266082348409e-05,0.00012756254588113,0
"扶手",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"批",0.000108313024641213,0,0,0
"找來",0.000108313024641213,0,6.14703712810425e-05,0
"找麻煩",0.000108313024641213,0,0,0
"技能",0.000108313024641213,0,0,0
"把戲",0.000108313024641213,0,0,0
"把手",6.74309503296253e-05,0,7.65375275286778e-05,0.000233327346711824
"把柄",5.41565123206066e-05,0,6.14703712810425e-05,0
"把頭",2.24769834432084e-05,5.34532164696817e-05,0,5.18505214915165e-05
"抓",4.49539668864169e-05,0,2.5512509176226e-05,2.59252607457582e-05
"投資",0.000108313024641213,0,0,0
"抖",2.24769834432084e-05,5.34532164696817e-05,5.10250183524519e-05,0
"抗拒",0.000108313024641213,0.000128791293708545,0,0
"折",5.41565123206066e-05,0,0,6.24648635142732e-05
"折好",0.000216626049282426,0,0,0
"折枝",0.000108313024641213,0,0,0
"披上",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"披風",0.000216626049282426,0,0,0
"抬",2.24769834432084e-05,0,0.000153075055057356,5.18505214915165e-05
"抬頭",2.24769834432084e-05,2.67266082348409e-05,0,5.18505214915165e-05
"抱住",4.49539668864169e-05,5.34532164696817e-05,2.5512509176226e-05,0
"抹",5.41565123206066e-05,0,0.000122940742562085,0
"押",5.41565123206066e-05,0,6.14703712810425e-05,0
"抽出",5.41565123206066e-05,0,0,6.24648635142732e-05
"抽咽",0.000108313024641213,0,0,0
"抽屜",5.41565123206066e-05,0,0,6.24648635142732e-05
"抽煙",2.24769834432084e-05,0,7.65375275286778e-05,2.59252607457582e-05
"抽豐",0.000216626049282426,0,0,0
"拂拂",0.000108313024641213,0,0,0
"拂過",0.000108313024641213,0,0,0
"拉丁文",0.000108313024641213,0,0,0
"拉上來",0.000108313024641213,0,0,0
"拉扯",0.00016246953696182,6.43956468542727e-05,0,0
"拉拉",0.000108313024641213,0,0,0
"拉攏",0.000108313024641213,0,0,0
"拉開",0.000108313024641213,0,0,0
"拋",5.41565123206066e-05,0,6.14703712810425e-05,0
"拋約",0.000108313024641213,0,0,0
"拍",2.24769834432084e-05,2.67266082348409e-05,0,5.18505214915165e-05
"拍動",0.000108313024641213,0,0,0
"拍攝",0.000108313024641213,0,0,0
"拔",0.000108313024641213,6.43956468542727e-05,0,0
"拔不出",0.000108313024641213,0,0,0
"拔出來",0.000108313024641213,0,0,0
"拖著",0.000216626049282426,0,0,0
"拖鞋",6.74309503296253e-05,0.000106906432939363,0,5.18505214915165e-05
"拘住",0.000108313024641213,0,0,0
"拘束",5.41565123206066e-05,0,0,6.24648635142732e-05
"招",0.000270782561603033,0,6.14703712810425e-05,0
"招呼",0.000108313024641213,0,0,6.24648635142732e-05
"招待",0.000108313024641213,0,0,6.24648635142732e-05
"招手",0.000108313024641213,0,0,0
"招贅",0.000108313024641213,0,0,0
"拜見",0.000108313024641213,0,0,0
"拜訪",0.000108313024641213,0,0,0
"拜謝",0.000108313024641213,0,0,0
"拜金主義",0.000108313024641213,0,0,0
"拮據",0.000216626049282426,0,0,0
"拶",0.000108313024641213,0,0,0
"拷綢",0.000108313024641213,0,0,0
"拼命",2.24769834432084e-05,2.67266082348409e-05,5.10250183524519e-05,0
"拾級",0.000108313024641213,0,0,0
"拿不定",0.000108313024641213,0,0,0
"拿出",5.41565123206066e-05,0,6.14703712810425e-05,0
"拿班做勢",0.000108313024641213,0,0,0
"拿穩",5.41565123206066e-05,6.43956468542727e-05,0,0
"指",0.000108313024641213,0,0,0
"指不定",0.00016246953696182,0,0.000122940742562085,0
"指尋",0.000108313024641213,0,0,0
"指尖",0.000108313024641213,0.000193186940562818,0,0
"指撥",0.000108313024641213,0,0,0
"指著",2.24769834432084e-05,5.34532164696817e-05,5.10250183524519e-05,0
"指頭",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"指點",2.24769834432084e-05,2.67266082348409e-05,0,2.59252607457582e-05
"挑中",0.000108313024641213,0,0,0
"挑人",0.000108313024641213,0,0,0
"挑剔",2.24769834432084e-05,2.67266082348409e-05,0,2.59252607457582e-05
"挑夫",0.000108313024641213,0,0,6.24648635142732e-05
"挑撥",0.000108313024641213,0,0,0
"挨光",0.000108313024641213,0,0,0
"挨延著",0.000108313024641213,0,0,0
"振振",0.000108313024641213,0,0,0
"振振有詞",0.000108313024641213,0,0,0
"挺",5.41565123206066e-05,6.43956468542727e-05,0,0
"挺大",0.000108313024641213,0,0,0
"挽住",0.000108313024641213,0,0,0
"捉住",5.41565123206066e-05,6.43956468542727e-05,0,0
"捏",5.41565123206066e-05,0,0.00024588148512417,0
"捏緊",0.000108313024641213,0,0,0
"捐助",0.000216626049282426,0,0,0
"捐募",0.000108313024641213,0,0,0
"捐款",0.000108313024641213,0,0,0
"捧得",0.000108313024641213,0,0,0
"捫著",0.000108313024641213,0,0,0
"捶",2.24769834432084e-05,0.000106906432939363,5.10250183524519e-05,0
"捺",0.000216626049282426,0,0,0
"掀",5.41565123206066e-05,0,0,6.24648635142732e-05
"掀到",0.000108313024641213,0,0,0
"掀騰",5.41565123206066e-05,0,6.14703712810425e-05,0
"掃帚星",5.41565123206066e-05,6.43956468542727e-05,0,0
"掃興",0.000216626049282426,0,0,0
"掉轉",0.000216626049282426,0,0,0
"掉過",0.000108313024641213,0,0,0
"排",0.000108313024641213,0,0,0
"排出",0.000108313024641213,0,0,0
"排列",0.000108313024641213,0,0,0
"掙回",0.000108313024641213,0,0,0
"掙脫",0.000108313024641213,0,0,0
"掙錢",0.000108313024641213,0,0,0
"掛在",5.41565123206066e-05,0,0,0.000312324317571366
"掛滿",0.000108313024641213,0,0,0
"掛著白",0.000108313024641213,0,0,0
"探",0.000108313024641213,0,6.14703712810425e-05,0
"探臉",0.000108313024641213,0,0,0
"探著頭",0.000108313024641213,0,0,0
"探親",0.000216626049282426,0,0,0
"探身",2.24769834432084e-05,0,5.10250183524519e-05,2.59252607457582e-05
"接下去",5.41565123206066e-05,6.43956468542727e-05,0,0
"接二連三",5.41565123206066e-05,0,6.14703712810425e-05,0
"接近",4.49539668864169e-05,2.67266082348409e-05,0,2.59252607457582e-05
"接過",0.000108313024641213,0,6.14703712810425e-05,0
"推動",0.000108313024641213,0,0,0
"推周",0.000108313024641213,0,0,0
"推在腦",0.000108313024641213,0,0,0
"推托",0.000108313024641213,0,0,0
"推翻",0.000108313024641213,0,0,0
"推說",0.000216626049282426,0,0,0
"推辭",0.000216626049282426,0,0,0
"推過去",5.41565123206066e-05,0,0,6.24648635142732e-05
"推醒",0.000108313024641213,0,0,0
"掩住",6.74309503296253e-05,2.67266082348409e-05,2.5512509176226e-05,0
"揉",0.00016246953696182,0,6.14703712810425e-05,0
"描摹",5.41565123206066e-05,0,6.14703712810425e-05,0
"描金",0.000108313024641213,0,0,0
"提",2.24769834432084e-05,5.34532164696817e-05,0,5.18505214915165e-05
"提出",0.000108313024641213,0,0,0
"提拔",5.41565123206066e-05,0,0,6.24648635142732e-05
"提議",2.24769834432084e-05,5.34532164696817e-05,0,2.59252607457582e-05
"提起",2.24769834432084e-05,8.01798247045226e-05,7.65375275286778e-05,0
"提醒",0.000108313024641213,0,0,6.24648635142732e-05
"插嘴",5.41565123206066e-05,6.43956468542727e-05,0,0
"揚長",5.41565123206066e-05,0,6.14703712810425e-05,0
"換",6.74309503296253e-05,0,2.5512509176226e-05,2.59252607457582e-05
"換件",5.41565123206066e-05,0,0,6.24648635142732e-05
"換學",0.000108313024641213,0,0,0
"握",4.49539668864169e-05,0,2.5512509176226e-05,2.59252607457582e-05
"揣摩",2.24769834432084e-05,0,2.5512509176226e-05,2.59252607457582e-05
"揩",4.49539668864169e-05,0,2.5512509176226e-05,7.77757822372747e-05
"揪",0.000108313024641213,0,0,0
"揮",0.000108313024641213,0,0,0
"揮手",0.000108313024641213,0,0,0
"搓",0.000108313024641213,0,0,0
"搖了",5.41565123206066e-05,0,6.14703712810425e-05,0
"搖搖晃晃",2.24769834432084e-05,2.67266082348409e-05,2.5512509176226e-05,0
"搖攤",0.000108313024641213,0,0,0
"搖漾",0.000108313024641213,0,0,0
"搖著",5.41565123206066e-05,0,0.000184411113843128,0
"搖頭",0.00016246953696182,0,6.14703712810425e-05,0
"搗亂",5.41565123206066e-05,6.43956468542727e-05,0,0
"搗起",0.000108313024641213,0,0,0
"搗鬼",0.000108313024641213,0,0,0
"搪瓷",0.000108313024641213,0,0,0
"搬弄是非",0.000108313024641213,0,0,0
"搬走",5.41565123206066e-05,0,0,6.24648635142732e-05
"搭",8.99079337728337e-05,0,0.00012756254588113,5.18505214915165e-05
"搭子",0.000108313024641213,0,0,0
"搶掉",0.000108313024641213,0,0,0
"搶步",5.41565123206066e-05,0,6.14703712810425e-05,0
"搶白",0.000108313024641213,0,0,0
"搶著",0.000108313024641213,0,0,0
"搽",0.000108313024641213,0,0,0
"摔門",0.000108313024641213,0,0,0
"摘",0.000108313024641213,0,0,0
"摟",2.24769834432084e-05,2.67266082348409e-05,0,7.77757822372747e-05
"摧枯拉朽",0.000108313024641213,0,0,0
